# (LL, NN, U) = (32, 32, 0.0)
0.0 0 0.5 1.0 0.5 1.38629436112 0.6665 1.38629436112 0.833 1.38629436112 1.0 1.38629436112 0.5 1000 0.6665 1000 0.833 1000 1.0 1000
0.5 0 1.25 1.75 1.25 1.38686679281 1.4165 1.38694046947 1.583 1.38694048257 1.75 1.38701412631 1.25 9.42471747505 1.4165 9.4247184657 1.583 9.42478967598 1.75 9.42479101775
1.0 0 2.0 2.5 2.25 0.381331151734 2.1665 1.96866920441 2.3335 1.96869226199 2.25 3.55608046725 2.1665 5.76291368619 2.3335 5.76342149954 2.1665 7.35050644836 2.3335 7.35110697606
1.5 0 2.75 3.25 3.0 0.0721253139865 2.9165 3.37793180562 3.0835 3.37793180647 3.0 6.68373825334 2.9165 9.98972096658 3.0835 9.98972097095 2.9165 13.2955217225 3.0835 13.2955291054

0.0 0.0 3.75 4.25 3.75 1.38629436112 3.9165 1.38629436112 4.083 1.38629436112 4.25 1.38629436112 3.75 1000 3.9165 1000 4.083 1000 4.25 1000
0.0 0.5 4.5 5.0 4.5 1.38629430091 4.6665 1.38629430091 4.833 1.38629442133 5.0 1.38629442133 4.5 1000 4.6665 1000 4.833 1000 5.0 1000
0.0 1.0 5.25 5.75 5.25 1.39165168228 5.4165 1.39169399033 5.583 1.3920855018 5.75 1.39215921056 5.25 7.26580709391 5.4165 7.26663983282 5.583 7.26701406414 5.75 7.26784790558

0.0 0.0 6.25 6.75 6.25 1.38629436112 6.4165 1.38629436112 6.583 1.38629436112 6.75 1.38629436112 6.25 1000 6.4165 1000 6.583 1000 6.75 1000
0.5 0.5 7.0 7.5 7.0 1.38622824915 7.1665 1.3869404956 7.333 1.38694073711 7.5 1.38765289156 7.0 9.42407828141 7.1665 9.42408043118 7.333 9.42478915993 7.5 9.4247919936
1.0 1.0 7.75 8.25 8.0 0.388945358022 7.9165 1.91429264903 8.0835 2.00034174768 8.0 3.52577563686 8.0 5.62633345859 8.0 5.74313178851 7.9165 7.15290832692 8.0835 7.23927909275

