# (LL, NN, U) = (32, 32, 5.0)
0.0 0 0.5 1.0 0.6665 0.756805624267 0.8335 0.756818947787 0.6665 3.48375798447 0.8335 3.48377125469 0.6665 8.89102146931 0.8335 8.89103428024 0.6665 11.6447601679 0.8335 11.6447729604
0.5 0 1.25 1.75 1.4165 0.765791346304 1.5835 0.765819228498 1.4165 3.3596285744 1.5835 3.35965602449 1.4165 8.36565578748 1.5835 8.36567451575 1.4165 10.1122571803 1.5835 10.112294568
1.0 0 2.0 2.5 2.1665 0.825859487534 2.3335 0.825864073011 2.1665 2.80746286944 2.3335 2.80747107012 2.1665 6.77728750287 2.3335 6.77732425229 2.1665 7.74499895132 2.3335 7.74500459398
1.5 0 2.75 3.25 2.9165 1.32432839308 3.0835 1.32766684509 2.9165 1.46666038104 3.0835 1.46989304772 2.9165 6.64761970706 3.0835 6.65131759411 2.9165 6.79306274915 3.0835 6.79616433201

0.0 0.0 3.75 4.25 3.9165 0.756805624267 4.0835 0.756818947787 3.9165 3.48375798447 4.0835 3.48377125469 3.9165 8.89102146931 4.0835 8.89103428024 3.9165 11.6447601679 4.0835 11.6447729604
0.0 0.5 4.5 5.0 4.6665 0.754666510564 4.8335 0.754668297784 4.6665 3.54889279751 4.8335 3.5488951438 4.6665 7.07335045347 4.8335 7.07335318976 4.6665 8.86351998835 4.8335 8.86352089245
0.0 1.0 5.25 5.75 5.4165 0.778232598861 5.5835 0.781389593593 5.4165 3.64002294937 5.5835 3.64438775796 5.4165 4.40197514345 5.5835 4.40512835229 5.4165 6.01682925298 5.5835 6.02107703938

0.0 0.0 6.25 6.75 6.4165 0.756805624267 6.5835 0.756818947787 6.4165 3.48375798447 6.5835 3.48377125469 6.4165 8.89102146931 6.5835 8.89103428024 6.4165 11.6447601679 6.5835 11.6447729604
0.5 0.5 7.0 7.5 7.1665 0.76174755269 7.3335 0.761783804167 7.1665 3.45020249392 7.3335 3.45024250912 7.1665 6.80664704644 7.3335 6.80668625468 7.1665 8.50547142382 7.3335 8.50549525625
1.0 1.0 7.75 8.25 7.9165 0.80797419769 8.0835 0.810364062076 8.0 3.26858199072 8.0 3.39809912069 7.9165 4.19551288555 8.0835 4.19656738117 8.0 5.913599908 8.0 6.02559091739

