# (LL, NN, U) = (32, 32, 1.0)
0.0 0 0.5 1.0 0.5 1.3863106265 0.6665 1.38631062714 0.833 1.38631062846 1.0 1.38631062911 0.5 12.4127102481 0.6665 12.4127102486 0.833 12.4127102499 1.0 12.4127102507
0.5 0 1.25 1.75 1.25 1.38656012861 1.4165 1.38656168601 1.583 1.38656180275 1.75 1.3865633602 1.25 10.086127152 1.4165 10.0861271725 1.583 10.0861272688 1.75 10.0861272897
1.0 0 2.0 2.5 2.0835 1.33837526699 2.25 1.39358449291 2.4165 1.39360294439 2.25 1.45024516422 2.0 6.79358913155 2.1665 6.7936204031 2.333 6.7970326899 2.5 6.79704010043
1.5 0 2.75 3.25 3.0 0.206288435865 2.9165 2.41718034976 3.0835 2.41719011229 3.0 5.15606013321 2.9165 7.00834992534 3.0835 7.00840139901 2.9165 8.79581338062 3.0835 8.79594281492

0.0 0.0 3.75 4.25 3.75 1.3863106265 3.9165 1.38631062714 4.083 1.38631062846 4.25 1.38631062911 3.75 12.4127102481 3.9165 12.4127102486 4.083 12.4127102499 4.25 12.4127102507
0.0 0.5 4.5 5.0 4.5 1.3864103986 4.6665 1.38641042141 4.833 1.38642028287 5.0 1.38642030568 4.5 10.5663177423 4.6665 10.5663177647 4.833 10.5663276283 5.0 10.5663276508
0.0 1.0 5.25 5.75 5.4165 1.30887449782 5.5835 1.31083696699 5.4165 1.49990939673 5.5835 1.50517172315 5.25 5.81941052671 5.4165 5.82224694683 5.583 5.83496870581 5.75 5.83676061393

0.0 0.0 6.25 6.75 6.25 1.3863106265 6.4165 1.38631062714 6.583 1.38631062846 6.75 1.38631062911 6.25 12.4127102481 6.4165 12.4127102486 6.583 12.4127102499 6.75 12.4127102507
0.5 0.5 7.0 7.5 7.0 1.38657749183 7.1665 1.3866669243 7.333 1.38666840417 7.5 1.38675784028 7.0 9.94925890033 7.1665 9.94925896771 7.333 9.94926039001 7.5 9.94926046332
1.0 1.0 7.75 8.25 8.0 0.729090996945 8.0 1.42093402086 8.0 1.65344492924 8.0 2.52735103809 7.9165 6.94920097102 8.0835 6.95176022002 8.0 7.06408369525 8.0 7.31515305602

