# (LL, NN, U) = (32, 32, 1.0)
0.0 0.0 0.5 1.0 0.5 1.38632698607 0.6665 1.38632698656 0.833 1.38632709258 1.0 1.38632709307 0.5 12.0955196681 0.6665 12.0955197746 0.833 12.0955198007 1.0 12.0955199072
0.5 0.0 1.25 1.75 1.25 1.38670757016 1.4165 1.38671348358 1.583 1.38671349024 1.75 1.38671940433 1.25 9.60656666482 1.4165 9.60656667152 1.583 9.60656679876 1.75 9.60656680604
1.5 0.0 2.0 2.5 2.25 0.192282185873 2.1665 2.47677017447 2.3335 2.47677515968 2.25 5.29397037847 2.1665 7.19361828939 2.3335 7.19367471873 2.1665 9.05644976383 2.3335 9.05658083771

0.0 0.0 3.0 3.5 3.0 1.38632698607 3.1665 1.38632698656 3.333 1.38632709258 3.5 1.38632709307 3.0 12.0955196681 3.1665 12.0955197746 3.333 12.0955198007 3.5 12.0955199072
0.0 0.9 3.75 4.25 3.75 1.3867147024 3.9165 1.38677745303 4.083 1.38728310315 4.25 1.3873466334 3.75 8.76017636351 3.9165 8.76060670794 4.083 8.76111216239 4.25 8.76154227046

0.0 0.0 4.75 5.25 4.75 1.38632698607 4.9165 1.38632698656 5.083 1.38632709258 5.25 1.38632709307 4.75 12.0955196681 4.9165 12.0955197746 5.083 12.0955198007 5.25 12.0955199072
0.5 0.5 5.5 6.0 5.5 1.38668090488 5.6665 1.38680681574 5.833 1.38680768624 6.0 1.38693360459 5.5 9.53500380504 5.6665 9.5350039039 5.833 9.53500470333 6.0 9.53500479545
1.5 0.5 6.25 6.75 6.5 0.192608250573 6.4165 2.47426260159 6.5835 2.47616659144 6.5 5.29641385301 6.4165 7.18325248363 6.5835 7.19452957689 6.4165 9.0290481392 6.5835 9.0412876209

